t,x(t)
957,-1.7338117121374212
958,-1.7043654944576134
959,-1.674690076442481
960,-1.6447879782748174
961,-1.6146617211320344
962,-1.5843138745415604
963,-1.5537470770658866
964,-1.5229639725626931
965,-1.4919672048896653
966,-1.4607594221667368
967,-1.4293433539437597
968,-1.3977217798423638
969,-1.3658974798103949
970,-1.333873233795694
971,-1.3016518217713693
972,-1.2692360562476974
973,-1.2366288455576493
974,-1.2038331155542736
975,-1.1708517920906192
976,-1.1376878010197344
977,-1.1043440690376825
978,-1.0708235738952843
979,-1.0371293725312989
980,-1.003264528682867
981,-0.9692321060871109
982,-0.9350351684811589
983,-0.9006767834353968
984,-0.8661600854454565
985,-0.8314882657487069
986,-0.7966645173660978
987,-0.7616920333185726
988,-0.7265740066270939
989,-0.6913136402991755
990,-0.6559142129111482
991,-0.6203790374771774
992,-0.5847114271793495
993,-0.5489146951997508
994,-0.5129921547204672
995,-0.47694713871012046
996,-0.44078305384494687
997,-0.40450332383771476
998,-0.3681113724011804
999,-0.33161062324810026
1000,-0.2950044983794863
1001,-0.25829640828935907
1002,-0.22148987470961046
1003,-0.1845884532712812
1004,-0.1475956996054057
1005,-0.11051516934303794
1006,-0.07335041811521216
1007,-0.036105001552969265
1008,0.001217524712649895
1009,0.038613605050604446
1010,0.07607967793628378
1011,0.11361210181816589
1012,0.15120718334136557
1013,0.1888612289129059
1014,0.22657054493983006
1015,0.26433143782917456
1016,0.30214021398797597
1017,0.33999317982327076
1018,0.3778866417420954
1019,0.4158169061514865
1020,0.4537802622376298
1021,0.49177292408097234
1022,0.5297910913464974
1023,0.567830963993542
1024,0.6058887419814433
1025,0.6439606252695381
1026,0.6820428138171636
1027,0.7201315075836567
1028,0.7582229065283546
1029,0.7963132104630031
1030,0.8343985890909424
1031,0.8724751690894907
1032,0.9105390778293556
1033,0.9485864426812445
1034,0.9866133910158645
1035,1.0246160502039234
1036,1.0625905476161286
1037,1.1005330106231939
1038,1.1384395665958136
1039,1.1763063405995515
1040,1.2141294265788136
1041,1.251904911672776
1042,1.289628885930131
1043,1.3272974393995718
1044,1.364906662129791
1045,1.4024526441694878
1046,1.4399314755673416
1047,1.477339246372052
1048,1.5146720466323118
1049,1.551925960482703
1050,1.5890970601154373
1051,1.6261814335248284
1052,1.6631751698250703
1053,1.7000743581303568
1054,1.7368750875548884
1055,1.7735734472128462
1056,1.8101655262184306
1057,1.8466474136858357
1058,1.8830151987292556
1059,1.9192649641937676
1060,1.9553928165807841
1061,1.9913948812445184
1062,2.027267283540481
1063,2.0630061488241656
1064,2.0986076024510822
1065,2.134067769776737
1066,2.169382776156634
1067,2.2045487469462794
1068,2.2395618075039887
1069,2.2744181018929206
1070,2.3091138175750303
1071,2.343645147791873
1072,2.378008285785022
1073,2.4121994247960457
1074,2.4462147580665103
1075,2.480050478837984
1076,2.513702780352033
1077,2.547167858863621
1078,2.5804419650430135
1079,2.6135213853453747
1080,2.6464024065896132
1081,2.6790813155946536
1082,2.7115543991794153
1083,2.743817944162818
1084,2.7758682373637815
1085,2.807701565464877
1086,2.8393142511475364
1087,2.870702694839769
1088,2.901863305955769
1089,2.932792493909745
1090,2.963486668115903
1091,2.9939422379884464
1092,3.0241556129415796
1093,3.0541232023895075
1094,3.0838414269586747
1095,3.1133068032111213
1096,3.1425158920469425
1097,3.1714652545035396
1098,3.2001514516183085
1099,3.2285710444286453
1100,3.256720593971946
1101,3.284596661285607
1102,3.312195808221851
1103,3.339514663522124
1104,3.3665499601920232
1105,3.393298439723622
1106,3.419756843609009
1107,3.445921913340267
1108,3.471790390409481
1109,3.4973590163087334
1110,3.522624532530108
1111,3.5475837037892557
1112,3.572233432453561
1113,3.5965706689704193
1114,3.6205923638038326
1115,3.6442954674177974
1116,3.6676769302763126
1117,3.6907337028433744
1118,3.7134627355829815
1119,3.7358609817650485
1120,3.7579254972394853
1121,3.779653462330288
1122,3.801042064547452
1123,3.822088491400968
1124,3.8427899304008264
1125,3.863143569057019
1126,3.8831465948795363
1127,3.902796195370552
1128,3.922089594492644
1129,3.9410241951977945
1130,3.9595974519406965
1131,3.9778068191760543
1132,3.9956497513585667
1133,4.013123702942934
1134,4.030226128383858
1135,4.0469544821360355
1136,4.063306220821522
1137,4.079278916566823
1138,4.09487030783598
1139,4.110078145708316
1140,4.124900181263154
1141,4.139334165579814
1142,4.153377849737616
1143,4.167028984815883
1144,4.180285321893935
1145,4.1931446349275445
1146,4.20560489660592
1147,4.217664180195684
1148,4.229320559679819
1149,4.240572109041308
1150,4.251416902263132
1151,4.261853013328275
1152,4.2718785162197195
1153,4.281491485057373
1154,4.2906900806761055
1155,4.299472688943391
1156,4.307837731314533
1157,4.315783629244833
1158,4.323308804189591
1159,4.3304116776041095
1160,4.33709067094369
1161,4.343344205663632
1162,4.349170712844174
1163,4.354568810155184
1164,4.359537282900722
1165,4.364074922250874
1166,4.368180519375727
1167,4.371852865445368
1168,4.375090751629886
1169,4.377892969099364
1170,4.380258309023892
1171,4.3821856152526895
1172,4.3836739895261
1173,4.384722611849472
1174,4.385330662239317
1175,4.385497320712145
1176,4.385221767284465
1177,4.384503181972787
1178,4.383340744793621
1179,4.381733638108067
1180,4.3796811924637185
1181,4.377182971466392
1182,4.374238559089917
1183,4.37084753930812
1184,4.367009496094832
1185,4.362724013423881
1186,4.357990675269094
1187,4.3528090656042995
1188,4.34717879443464
1189,4.341099720456085
1190,4.3345718402672615
1191,4.327595151926844
1192,4.3201696534935055
1193,4.312295343025919
1194,4.303972218582759
1195,4.295200278222696
1196,4.285979520120125
1197,4.276310039570756
1198,4.266192205247176
1199,4.255626433563627
1200,4.244613140934351
1201,4.233152743773586
1202,4.221245658495575
1203,4.208892301514558
1204,4.196093089244778
1205,4.1828484598938696
1206,4.169159098896783
1207,4.155025805050481
1208,4.140449372154889
1209,4.1254305940099325
1210,4.109970264415535
1211,4.094069177171623
1212,4.077728133852022
1213,4.060948099715021
1214,4.0437301956115155
1215,4.026075548547353
1216,4.007985285528378
1217,3.9894605335604405
1218,3.9705024196493834
1219,3.951112078514019
1220,3.931290804856882
1221,3.9110400440258806
1222,3.8903612472136047
1223,3.869255865612648
